"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","OrderEx","mouseIndication","ProlificID","attentionCheck","attCheck2Choice","attCheck2Text","dominantHand","Gender","Age","comments","responses","test_part","user_agent","success","choice","x_cord","y_cord","time_cord","first_movement_time","trajectory","trial_num","Left_option","Right_option","key_press"
"1290.2999999998137","stim/Twirl.jpg,stim/Twix.jpg","","cta-radio","22","79717","0.0-13.2-0.2-1.2","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","trial","","","stim/Twirl.jpg","669,668,668,665,663,653,645,629,614,598,586,575,568,566,564,562,561,558,556,555,555,554,553,553,552,551,549,546,543,539,537,532,530,527,525,524,522,523,524,535,548,557,571,582,595,601,611,621,627,636,639,641,640,633,620,604,585,572,566,559,548,536,506,481,461,447,438,430,426,425","596,596,595,595,595,590,586,575,564,547,529,512,497,492,487,483,480,476,473,469,467,465,464,463,462,461,460,458,457,455,453,450,450,448,446,446,446,446,446,446,446,446,446,446,446,444,442,440,436,431,427,423,416,406,391,373,355,341,330,323,312,302,284,268,253,242,232,223,218,218","1680007079425,1680007079441,1680007079449,1680007079464,1680007079481,1680007079498,1680007079514,1680007079530,1680007079547,1680007079564,1680007079581,1680007079597,1680007079614,1680007079630,1680007079647,1680007079664,1680007079680,1680007079696,1680007079713,1680007079730,1680007079746,1680007079763,1680007079780,1680007079797,1680007079813,1680007079830,1680007079846,1680007079863,1680007079880,1680007079897,1680007079913,1680007079930,1680007079946,1680007079963,1680007079980,1680007079996,1680007080013,1680007080033,1680007080046,1680007080063,1680007080079,1680007080096,1680007080113,1680007080129,1680007080146,1680007080163,1680007080180,1680007080196,1680007080212,1680007080229,1680007080246,1680007080262,1680007080279,1680007080295,1680007080312,1680007080329,1680007080346,1680007080362,1680007080380,1680007080395,1680007080412,1680007080429,1680007080446,1680007080462,1680007080479,1680007080495,1680007080512,1680007080529,1680007080546,1680007080562","83883.3999999999","hidden","2","stim/Twirl.jpg","stim/Twix.jpg",""
"null","","","html-keyboard-response","23","79818","0.0-13.2-0.2-2.2","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","fixationMouse","","","","","","","","","","","","null"
"507","","0","html-button-response","24","80826","0.0-13.2-0.2-3.2","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","","","","","","","","","","","","",""
"1229","stim/Twix.jpg,stim/Ritter_sport.jpg","","cta-radio","25","82056","0.0-13.3-0.3-1.3","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","trial","","","stim/Twix.jpg","673,671,670,664,658,654,647,642,638,636,633,632,630,629,628,626,621,617,613,612,610,609,608,606,606,606,605,605,606,610,613,616,618,619,620,621,621,621,621,621,621,619,607,599,593,588,582,577,571,564,555,547,536,524,511,504,499,493,488,482,475,469,465,463,463","604,606,607,613,618,622,626,628,629,629,629,629,629,629,628,626,621,611,604,600,596,593,592,590,589,588,588,587,583,576,572,568,564,562,559,555,552,548,539,531,522,505,479,465,458,452,448,444,440,435,426,419,406,379,339,318,293,271,252,239,228,218,213,211,210","1680007081858,1680007081865,1680007081876,1680007081893,1680007081909,1680007081926,1680007081942,1680007081959,1680007081975,1680007081992,1680007082009,1680007082025,1680007082042,1680007082059,1680007082075,1680007082092,1680007082109,1680007082126,1680007082142,1680007082158,1680007082175,1680007082191,1680007082208,1680007082225,1680007082242,1680007082261,1680007082277,1680007082325,1680007082341,1680007082358,1680007082375,1680007082392,1680007082408,1680007082424,1680007082441,1680007082458,1680007082474,1680007082491,1680007082508,1680007082525,1680007082541,1680007082558,1680007082574,1680007082591,1680007082607,1680007082624,1680007082641,1680007082657,1680007082674,1680007082691,1680007082708,1680007082724,1680007082741,1680007082757,1680007082774,1680007082791,1680007082807,1680007082824,1680007082841,1680007082857,1680007082874,1680007082891,1680007082907,1680007082923,1680007082934","86315.70000000019","hidden","3","stim/Twix.jpg","stim/Ritter_sport.jpg",""
"null","","","html-keyboard-response","26","82157","0.0-13.3-0.3-2.3","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","fixationMouse","","","","","","","","","","","","null"
"427","","0","html-button-response","27","83086","0.0-13.3-0.3-3.3","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","","","","","","","","","","","","",""
"1033.5","stim/Toblerone.jpg,stim/Oreo.jpg","","cta-radio","28","84120","0.0-13.4-0.4-1.4","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","trial","","","stim/Oreo.jpg","697,697,695,684,670,659,650,632,627,621,618,617,617,616,612,608,606,603,601,601,601,601,603,613,624,649,668,693,723,755,790,817,850,882,902,915,919,924,929,932,935,938,940,941,943,943,943,944,944,944","611,610,609,597,583,570,556,531,521,514,510,509,508,507,503,500,497,494,493,491,489,486,483,477,474,466,459,449,438,426,411,399,383,363,347,334,324,313,294,280,265,254,239,229,219,216,215,215,216,216","1680007084134,1680007084141,1680007084155,1680007084171,1680007084188,1680007084204,1680007084221,1680007084238,1680007084254,1680007084271,1680007084288,1680007084304,1680007084438,1680007084454,1680007084470,1680007084487,1680007084504,1680007084521,1680007084537,1680007084554,1680007084571,1680007084587,1680007084604,1680007084620,1680007084636,1680007084653,1680007084670,1680007084687,1680007084704,1680007084720,1680007084736,1680007084753,1680007084770,1680007084787,1680007084803,1680007084820,1680007084836,1680007084853,1680007084869,1680007084886,1680007084904,1680007084920,1680007084936,1680007084953,1680007084970,1680007084986,1680007084998,1680007085019,1680007085037,1680007085086","88591.5","hidden","4","stim/Toblerone.jpg","stim/Oreo.jpg",""
"null","","","html-keyboard-response","29","84221","0.0-13.4-0.4-2.4","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","fixationMouse","","","","","","","","","","","","null"
"540","","0","html-button-response","30","85266","0.0-13.4-0.4-3.4","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","","","","","","","","","","","","",""
"1257.3999999999069","stim/Snickers.jpg,stim/Twirl.jpg","","cta-radio","31","86524","0.0-13.5-0.5-1.5","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","trial","","","stim/Twirl.jpg","689,686,681,669,659,652,646,640,639,637,636,635,633,629,628,627,626,623,619,617,614,613,612,612,620,625,630,640,646,648,648,648,647,646,644,641,627,616,610,607,604,601,600,599,599,599,602,609,620,647,667,699,740,781,809,834,851,867,877,883,893,901,906,912,916,920,935,946,950","615,617,620,625,628,632,635,637,638,638,639,639,639,639,636,632,629,622,614,608,601,597,593,584,569,559,552,539,529,524,518,514,509,507,504,499,490,481,475,470,465,461,456,452,447,445,441,434,425,410,400,386,369,346,334,322,312,303,295,290,282,276,271,264,260,257,247,242,239","1680007086265,1680007086273,1680007086283,1680007086300,1680007086317,1680007086334,1680007086350,1680007086367,1680007086384,1680007086400,1680007086417,1680007086433,1680007086450,1680007086467,1680007086483,1680007086500,1680007086517,1680007086533,1680007086550,1680007086566,1680007086583,1680007086600,1680007086616,1680007086633,1680007086650,1680007086666,1680007086683,1680007086700,1680007086716,1680007086733,1680007086750,1680007086766,1680007086783,1680007086799,1680007086817,1680007086833,1680007086849,1680007086866,1680007086883,1680007086899,1680007086916,1680007086932,1680007086949,1680007086966,1680007086982,1680007086999,1680007087016,1680007087032,1680007087049,1680007087066,1680007087082,1680007087098,1680007087115,1680007087132,1680007087149,1680007087166,1680007087182,1680007087199,1680007087215,1680007087232,1680007087249,1680007087265,1680007087281,1680007087298,1680007087314,1680007087333,1680007087349,1680007087365,1680007087382","90723.3999999999","hidden","5","stim/Snickers.jpg","stim/Twirl.jpg",""
"null","","","html-keyboard-response","32","86625","0.0-13.5-0.5-2.5","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","fixationMouse","","","","","","","","","","","","null"
"559","","0","html-button-response","33","87686","0.0-13.5-0.5-3.5","First_First","Yes","64135f17af87bdc0dfa9abf6","To decide between options","","yes","Left handed","Male","22","","","","","","","","","","","","","","",""
